"Tamil Nadu","3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",1502
"Tamil Nadu","3.1 - Kidnaping & Abduction Section 363 IPC",231
"Tamil Nadu","3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",0
"Tamil Nadu","3.3 - Kidnapping for Ransom Section 364A",1
"Tamil Nadu","3.4 - Kidnapping & Abduction of Women to compel her for marriage",1080
"Tamil Nadu","3.5 - Kidnapping & Abduction of Women-Other",190
"Tamil Nadu","4 - Dowry Deaths (Section 304-B IPC)",95
"Tamil Nadu","5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",1102
"Tamil Nadu","5.1 - Sexual Harassment",46
"Tamil Nadu","5.2 - Assault on women with intent to Disrobe",71
"Tamil Nadu","5.3 - Voyeurism",1
"Tamil Nadu","5.4 - Stalking",1
"Tamil Nadu","5.5 - Others",983
"Tamil Nadu","6 - Insult to the Modesty of Women_Total (Section 509 IPC)",229
"Tamil Nadu","6.1 - At Office premises",2
"Tamil Nadu","6.2 - Other places related to work",157
"Tamil Nadu","6.3 - In Public Transport system",0
"Tamil Nadu","6.4 - in Other Places",70
"Tamil Nadu","7 - Cruelty by Husband or his Relatives (Section 498A)",2103
"Tamil Nadu","8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
"Tamil Nadu","9 - Abetment of Suicides of Women u/s 306 IPC",52
"Tamil Nadu","10 - Dowry Prohibition Act, 1961",292
"Tamil Nadu","11 - Indecent Representation of Women (Prohibition) Act, 1986",4
"Tamil Nadu","12 - Commission of Sati Prevention Act 1987",0
"Tamil Nadu","13 - Protection of Women from Domestic Violence Act, 2005",4
"Tamil Nadu","14 - Immoral Traffic (Prevention) Act (Women Cases only)",471
"Tamil Nadu","14.1 - Under ITP Section 5",94
"Tamil Nadu","14.2 - Under ITP Section 6",2
"Tamil Nadu","14.3 - Under ITP Section 7",0
"Tamil Nadu","14.4 - Under ITP Section 8",19
"Tamil Nadu","14.5 - Other Sections under ITP Act",356
"Tamil Nadu","15 - Total Crimes against Women",6325
Telangana,"1 - Rape (Section 376 IPC)",979
Telangana,"1.1 - Custodial Rape",0
Telangana,"1.1.1 - Custodial_Gang Rape",0
Telangana,"1.1.2 - Custodial_Other Rape",0
Telangana,"1.2 - Rape other than Custodial",979
Telangana,"1.2.1 - Rape_Gang Rape",14
Telangana,"1.2.2 - Rape_Others",965
Telangana,"2 - Attempt to commit Rape (Section 376 & 511 IPC)",73
Telangana,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",711
Telangana,"3.1 - Kidnaping & Abduction Section 363 IPC",243
Telangana,"3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC",0
Telangana,"3.3 - Kidnapping for Ransom Section 364A",2
Telangana,"3.4 - Kidnapping & Abduction of Women to compel her for marriage",247
Telangana,"3.5 - Kidnapping & Abduction of Women-Other",219
Telangana,"4 - Dowry Deaths (Section 304-B IPC)",289
Telangana,"5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC)",3188
Telangana,"5.1 - Sexual Harassment",620
Telangana,"5.2 - Assault on women with intent to Disrobe",176
Telangana,"5.3 - Voyeurism",45
Telangana,"5.4 - Stalking",426
Telangana,"5.5 - Others",1921
Telangana,"6 - Insult to the Modesty of Women_Total (Section 509 IPC)",1142
Telangana,"6.1 - At Office premises",5
Telangana,"6.2 - Other places related to work",43
Telangana,"6.3 - In Public Transport system",3
Telangana,"6.4 - in Other Places",1091
Telangana,"7 - Cruelty by Husband or his Relatives (Section 498A)",6369
Telangana,"8 - Importation of Girls from Foreign Country (Section 366B IPC)",0
Telangana,"9 - Abetment of Suicides of Women u/s 306 IPC",627
Telangana,"10 - Dowry Prohibition Act, 1961",563
Telangana,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2
Telangana,"12 - Commission of Sati Prevention Act 1987",0
Telangana,"13 - Protection of Women from Domestic Violence Act, 2005",1
Telangana,"14 - Immoral Traffic (Prevention) Act (Women Cases only)",192
Telangana,"14.1 - Under ITP Section 5",82
Telangana,"14.2 - Under ITP Section 6",29
Telangana,"14.3 - Under ITP Section 7",8
Telangana,"14.4 - Under ITP Section 8",0
Telangana,"14.5 - Other Sections under ITP Act",73
