"Sl. No.",State,"Name Of University","Name Of College","Arts - Male","Arts - Female","Science - Male","Science - Female","Commerce - Male","Commerce - Female","Computer App / Computer Science - Male","Computer App / Computer Science - Female","Management - Male","Management - Female","Education - Male","Education - Female","Engineering and Technology - Male","Engineering and Technology - Female","Medicine - Male","Medicine - Female","Agriculture - Male","Agriculture - Female","Veterinary Science - Male","Veterinary Science - Female","Law - Male","Law - Female","Others - Male","Others - Female","Total - Male","Total - Female","Grand Total"
928,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Khowang College P.O. Khowang-785676 (Id: C-8370)",299,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,182,481
929,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Jorhat College P.O. Jorhat-785001 (Id: C-8372)",335,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,375,710
930,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Joya Gogoi College P.O. Khumtai (Id: C-8373)",133,108,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,129,277
931,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Bihpuria College P.O. Bihpuria-784164 (Id: C-8375)",243,327,0,0,0,16,131,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,343,717
932,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Margherita College P.O Margherita-786181 (Id: C-8376)",301,436,42,15,0,56,177,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,507,1027
933,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Sibsagar College P.O. Sibsagar-785665 (Id: C-8377)",445,327,569,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,613,1627
934,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Bahona College P.O. Bahona (Id: C-8378)",106,216,166,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,273,545
935,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Sibsagar Girls College P.O.Sibsagar-785640 (Id: C-8380)",0,3013,0,295,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,6,0,3435,3435
936,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Golaghat Law College P.O. Golaghat-785621 (Id: C-8381)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,62,0,0,76,62,138
937,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dikhowmukh College P.O. Dikhowmukh (Id: C-8382)",174,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,186,360
938,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","D.H.S.K. College. P.O.Dibrugarh- 786001 (Id: C-8384)",330,405,144,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,635,1109
939,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Jonai Girls College P.O. Jonai (Id: C-8385)",691,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,1568,2259
940,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Jenraimukh College P.O. Jengraimukh-785105 (Id: C-8387)",161,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,173,334
941,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","D.R. College P.O. Golaghat-785621 (Id: C-8388)",510,729,300,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,876,1686
942,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","H.C.D.C. College P.O. Nitaipkhuri-785671 (Id: C-8389)",78,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,123,201
943,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Bordoloni Central College P.O. Bordoloni Tin Ali (Id: C-8390)",407,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,359,766
944,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Silapathar Science College P.O. Silapathar (Id: C-8394)",0,0,372,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,492,864
945,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Silapathar Collge. P.O. Silapathar-787058 (Id: C-8395)",511,809,0,0,7,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,532,844,1376
946,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Golaghat Commerce College P.O. Golaghat- 785621 (Id: C-8396)",786,844,0,0,0,926,1702,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488,1770,4258
947,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dhemaji College P.O. Dhemaji-787057 (Id: C-8369)",201,227,161,86,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,325,705
948,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","PGT College ,Bihpuria Lakhimpur-784161 (Id: C-8399)",0,0,0,0,0,0,0,0,0,0,39,41,0,0,0,0,0,0,0,0,0,0,0,0,39,41,80
949,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","D.D.R. College P.O. Chabua-786184 (Id: C-8402)",204,274,0,0,0,19,54,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,262,298,560
950,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","CNB College P.O. Bokakhat- 785612 (Id: C-8403)",0,0,94,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,60,154
951,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Demow College P.O. Demow- 785662 (Id: C-8405)",0,0,0,0,0,0,0,0,0,0,174,218,0,0,0,0,0,0,0,0,0,0,0,0,174,218,392
952,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Jorhat Engineering College P.O. Jorhat-785007 (Id: C-8406)",0,0,0,0,60,0,0,0,0,0,0,0,950,200,0,0,0,0,0,0,0,0,0,0,1010,230,1240
953,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Moran Mahila Mahavidhiyalaya. Moran (Id: C-8409)",0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,571
954,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Naharkatiya College. Naharkatiya (Id: C-8410)",228,287,0,0,0,22,69,22,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,306,348,654
955,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Madhavdeb College P.O. Dikrong-784164 (Id: C-8411)",1762,1705,422,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184,1827,4011
956,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","N.N.Saikia College P.O. Titabor-785630 (Id: C-8412)",249,357,115,30,0,0,0,0,0,0,13,33,0,0,0,0,0,0,0,0,0,0,0,0,377,420,797
957,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Majuli College P.O. Majuli (Id: C-8413)",248,215,49,6,0,0,0,0,0,0,13,34,0,0,0,0,0,0,0,0,0,0,0,0,310,255,565
958,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","D.H.S.K. Commerce College P.O Dibrugarh-786001 (Id: C-8415)",0,0,0,0,0,267,381,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,267,648
959,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Furkating College P.O. Furkating- 785610 (Id: C-8417)",228,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,222,450
960,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","S.P.P.College P.O. Namtichariali--785684 (Id: C-8419)",556,784,0,0,0,0,0,0,0,0,74,144,0,0,0,0,0,0,0,0,0,0,0,0,630,928,1558
961,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","MDKGirls College P.O. Dibrugarh --786001 (Id: C-8420)",0,3216,0,56,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,3892,3892
962,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Kakojan College P.O. Kakojan--785107 (Id: C-8421)",238,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,446,684
963,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dr. R. K. B. Law College Dibruharh (Id: C-8422)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,92,0,0,45,92,137
964,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Silapathar Town College P.O.Silapathar- 787059 (Id: C-8423)",625,520,0,0,0,0,0,0,0,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,656,540,1196
965,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Lakhimpur Commerce College. Lakhimpur (Id: C-8398)",771,334,0,0,0,82,345,82,0,0,102,43,0,0,0,0,0,0,0,0,0,0,0,0,1218,459,1677
966,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Doom Dooma College P.O. Rupaisiding-786153 (Id: C-8425)",556,555,15,1,0,36,224,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,592,1387
967,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Borhat B.P.B.College P.O.Borhat (Id: C-8424)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","B.L.B. College Sibsagar (Id: C-8427)",662,528,0,0,0,0,0,0,0,0,130,97,0,0,0,0,0,0,0,0,0,0,0,0,792,625,1417
969,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Sonari College P.O. Sonari-785690 (Id: C-8429)",383,559,89,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,598,1070
970,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Lakhimpur Post Graduate Training College . Lakhimpur (Id: C-8430)",0,0,0,0,0,0,0,0,0,0,31,69,0,0,0,0,0,0,0,0,0,0,0,0,31,69,100
971,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Amguri College P.O. Amguri-785680 (Id: C-8426)",211,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,274,485
972,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","North Bank College P.O.Ghilamora-787053 (Id: C-8433)",47,66,42,27,0,0,0,0,0,0,151,140,0,0,0,0,0,0,0,0,0,0,0,0,240,233,473
973,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Namrup College P.O.Namrup-786623 (Id: C-8434)",118,196,69,58,10,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,199,269,468
974,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","J.H.N.S. College P.O.Jahinji-785683 (Id: C-8436)",173,266,0,0,0,10,71,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,276,520
975,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Sapekhati College P.O. Sapekhati-785692 (Id: C-8437)",145,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,162,307
976,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Tinsukia Commerce College P.O.Tinsukia-786125 (Id: C-8438)",197,192,0,0,0,48,306,48,6,1,6,8,0,0,6,0,0,0,0,0,0,0,0,0,515,249,764
977,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Borhula College P.O. Borhula-785631 (Id: C-8431)",260,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,349,609
978,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dhemaji Girls College P.O. Dhemaji- 787057 (Id: C-8442)",0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,517
979,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Sibsagar Commerce College P.O. Sibsagar-- 785640 (Id: C-8443)",0,10,0,0,29,121,419,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,200,648
980,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","U.M.K.College P.O. Ratanpur-Miri (Id: C-8440)",178,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,185,363
981,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","G.S.Lohia Girlsb Commerce College. P.O.Tinsukia-786153 (Id: C-8445)",0,0,0,0,0,285,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,285
982,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Sarupathar College P.O. Sarupathar-785601 (Id: C-8446)",343,599,0,0,0,47,137,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,646,1126
983,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","C.K.B. College P.O. Teok--785112 (Id: C-8452)",363,591,0,0,0,20,79,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,611,1053
984,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Kamargaon College P.O. Kamargaon-785619 (Id: C-8453)",260,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,348,608
985,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Tinsukia College P.O. Tinsukia-786125 (Id: C-8454)",549,324,306,131,3,83,699,83,33,11,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1590,550,2140
986,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Jiadhal College. Dhemaji (Id: C-8447)",281,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,266,547
987,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","D.H.S.K. Law College P.O.Dibrugarh--786001 (Id: C-8457)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,0,8,27,35
988,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Sonari Commerce College P.O. Sonari-785640 (Id: C-8458)",64,50,0,0,0,39,135,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,89,288
989,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Sadiya College P.O. Sadiya (Id: C-8460)",203,254,0,0,0,14,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,268,507
990,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","L.T. K College P.O. Azad-787001 (Id: C-8461)",284,249,138,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,282,704
991,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","College of Teacher Education P.O.Tulsiram Road Tinsukia-786125 (Id: C-8462)",0,0,0,0,0,0,0,0,0,0,10,62,0,0,0,0,0,0,0,0,0,0,0,0,10,62,72
992,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","C.K.B. Commerce College P.O. Jorhat-785001 (Id: C-8455)",0,0,0,0,0,194,371,194,29,22,0,0,0,0,29,0,0,0,0,0,0,0,0,0,400,216,616
993,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Golaghat Pubanchalik College. Hatiyekhowa Golaghat (Id: C-8463)",81,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,62,143
994,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Jorhat Law College P.O. Jorhat (Id: C-8466)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,289,0,0,90,289,379
995,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Digboi Mohila Mahavidyalaya P.O. Digboi-786171 (Id: C-8469)",0,516,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,528
996,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Pitambordev Goswami College P.O. Garamur Satra, Majuli Dist. Jorhat. Pin. 785104 (Id: C-8470)",321,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,345,666
997,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Womens College Tinsukia P.O. Tinsukia-786125 (Id: C-8468)",0,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,1013
998,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","Gogamukh College P.O. Gogamukh-787029 (Id: C-8473)",171,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,129,300
999,Assam,"Dibrugarh University, Dibrugarh (Id: U-0051)","North East Institute of Management Science. P.O. Jorhat (Id: C-8474)",0,0,0,0,0,0,0,0,97,53,0,0,0,0,97,0,0,0,0,0,0,0,0,0,97,53,150
