StateName,state_id,DistrictName,DISTRICT_ID,TotalNoOfApplication,TotalNoOf_Micro,TotalNoOf_Small,TotalNoOf_Medium,_CreatedDate
ODISHA,21,PURI,18,4471,3951,508,12,NA
ODISHA,21,RAYAGADA,27,1360,1133,213,14,NA
ODISHA,21,SAMBALPUR,3,1943,1478,424,41,NA
ODISHA,21,SONEPUR,23,756,665,87,4,NA
ODISHA,21,SUNDARGARH,5,3875,2693,1139,43,NA
PUNJAB,3,AMRITSAR,57,7552,6212,1297,43,NA
PUNJAB,3,BARNALA,58,2453,1946,503,4,NA
PUNJAB,3,BATHINDA,60,6898,5959,909,30,NA
PUNJAB,3,FARIDKOT,61,3441,3009,423,9,NA
PUNJAB,3,"FATEHGARH SAHIB",69,2455,2117,333,5,NA
PUNJAB,3,FAZILKA,62,3198,2865,324,9,NA
PUNJAB,3,FIROZEPUR,63,3200,2752,437,11,NA
PUNJAB,3,GURDASPUR,59,3095,2530,557,8,NA
PUNJAB,3,HOSHIARPUR,64,5357,4788,558,11,NA
PUNJAB,3,JALANDHAR,65,16197,13839,2305,53,NA
PUNJAB,3,KAPURTHALA,66,5360,4747,598,15,NA
PUNJAB,3,LUDHIANA,67,30207,26486,3625,96,NA
PUNJAB,3,MANSA,70,2298,2004,288,6,NA
PUNJAB,3,MOGA,71,5498,4818,665,15,NA
PUNJAB,3,PATHANKOT,615,1050,831,209,10,NA
PUNJAB,3,PATIALA,616,8530,7035,1471,24,NA
PUNJAB,3,RUPNAGAR,617,2067,1697,361,9,NA
PUNJAB,3,SANGRUR,68,5434,4562,856,16,NA
PUNJAB,3,"SAS NAGAR",72,12756,10573,2090,93,NA
PUNJAB,3,"SHAHID BHAGAT SINGH NAGAR",614,3470,3095,368,7,NA
PUNJAB,3,"SRI MUKTSAR SAHIB",73,2199,1935,258,6,NA
PUNJAB,3,"TARN TARAN",618,1925,1637,287,1,NA
RAJASTHAN,8,AJMER,136,13147,10475,2608,64,NA
RAJASTHAN,8,ALWAR,121,15356,12998,2295,63,NA
RAJASTHAN,8,BANSWARA,612,3145,2826,312,7,NA
RAJASTHAN,8,BARAN,145,1850,1677,167,6,NA
RAJASTHAN,8,BARMER,132,5027,3589,1414,24,NA
RAJASTHAN,8,BHARATPUR,122,5384,4790,575,19,NA
RAJASTHAN,8,BHILWARA,139,16921,13877,3005,39,NA
RAJASTHAN,8,BIKANER,118,13291,11071,2173,47,NA
RAJASTHAN,8,BUNDI,138,2790,2492,294,4,NA
RAJASTHAN,8,CHITTORGARH,143,6548,5472,1040,36,NA
RAJASTHAN,8,CHURU,119,5516,4743,756,17,NA
RAJASTHAN,8,DAUSA,126,7936,7223,708,5,NA
RAJASTHAN,8,DHOLPUR,123,1521,1372,137,12,NA
RAJASTHAN,8,DUNGARPUR,142,2727,2441,282,4,NA
RAJASTHAN,8,GANGANAGAR,116,14469,13154,1286,29,NA
RAJASTHAN,8,HANUMANGARH,117,12021,11189,820,12,NA
RAJASTHAN,8,JAIPUR,127,119738,106467,12835,436,NA
RAJASTHAN,8,JAISALMER,131,1710,1206,492,12,NA
RAJASTHAN,8,JALORE,133,3171,2624,542,5,NA
RAJASTHAN,8,JHALAWAR,146,2223,1928,293,2,NA
RAJASTHAN,8,JHUNJHUNU,120,6414,5712,689,13,NA
RAJASTHAN,8,JODHPUR,130,23497,19145,4245,107,NA
RAJASTHAN,8,KARAULI,124,3059,2809,249,1,NA
RAJASTHAN,8,KOTA,144,18504,16773,1654,77,NA
RAJASTHAN,8,NAGAUR,129,10741,9089,1631,21,NA
RAJASTHAN,8,PALI,135,7127,6061,1043,23,NA
RAJASTHAN,8,PRATAPGARH,625,1963,1788,175,0,NA
RAJASTHAN,8,RAJSAMAND,140,3507,2877,617,13,NA
RAJASTHAN,8,"SAWAI MADHOPUR",125,5187,4636,522,29,NA
RAJASTHAN,8,SIKAR,128,11521,10003,1494,24,NA
RAJASTHAN,8,SIROHI,134,3470,2986,467,17,NA
RAJASTHAN,8,TONK,137,3496,3265,227,4,NA
RAJASTHAN,8,UDAIPUR,141,16494,13759,2596,139,NA
SIKKIM,11,"EAST DISTRICT",254,460,276,169,15,NA
SIKKIM,11,"NORTH DISTRICT",255,18,12,6,0,NA
SIKKIM,11,"SOUTH DISTRICT",256,111,67,42,2,NA
SIKKIM,11,"WEST DISTRICT",257,127,76,48,3,NA
"TAMIL NADU",33,ARIYALUR,584,1888,1568,315,5,NA
"TAMIL NADU",33,CHENNAI,569,149776,129224,19731,821,NA
"TAMIL NADU",33,COIMBATORE,695,59706,52420,7110,176,NA
"TAMIL NADU",33,CUDDALORE,585,7658,6458,1171,29,NA
"TAMIL NADU",33,DHARMAPURI,572,5792,4978,805,9,NA
"TAMIL NADU",33,DINDIGUL,580,10899,9647,1222,30,NA
"TAMIL NADU",33,ERODE,577,19420,16992,2374,54,NA
"TAMIL NADU",33,KANCHIPURAM,570,53711,47370,6216,125,NA
"TAMIL NADU",33,KANNIYAKUMARI,597,14352,12413,1917,22,NA
"TAMIL NADU",33,KARUR,581,5709,4846,847,16,NA
"TAMIL NADU",33,KRISHNAGIRI,579,11768,9569,2167,32,NA
"TAMIL NADU",33,MADURAI,591,35027,31146,3803,78,NA
"TAMIL NADU",33,NAGAPATTINAM,586,4714,3937,770,7,NA
"TAMIL NADU",33,NAMAKKAL,576,14025,10331,3627,67,NA
"TAMIL NADU",33,PERAMBALUR,583,1552,1236,315,1,NA
"TAMIL NADU",33,PUDUKKOTTAI,592,5588,4737,840,11,NA
"TAMIL NADU",33,RAMANATHAPURAM,594,4360,3752,599,9,NA
"TAMIL NADU",33,SALEM,575,23741,20547,3126,68,NA
"TAMIL NADU",33,SIVAGANGA,590,5514,4845,663,6,NA
"TAMIL NADU",33,THANJAVUR,588,9787,8248,1504,35,NA
"TAMIL NADU",33,"THE NILGIRISH",578,1902,1639,257,6,NA
"TAMIL NADU",33,THENI,696,5625,4985,631,9,NA
"TAMIL NADU",33,THIRUVALLUR,568,36783,32673,4027,83,NA
"TAMIL NADU",33,THIRUVARUR,587,4282,3571,698,13,NA
"TAMIL NADU",33,TIRUCHIRAPPALLI,582,17843,15328,2449,66,NA
"TAMIL NADU",33,TIRUNELVELI,589,16336,14225,2074,37,NA
"TAMIL NADU",33,TIRUPPUR,596,25466,22341,3051,74,NA
"TAMIL NADU",33,TIRUVANNAMALAI,573,6717,5693,1008,16,NA
"TAMIL NADU",33,TUTICORIN,595,12931,10955,1938,38,NA
"TAMIL NADU",33,VELLORE,571,13599,11544,2024,31,NA
"TAMIL NADU",33,VILLUPURAM,574,8018,6888,1089,41,NA
"TAMIL NADU",33,VIRUDHUNAGAR,593,11504,10353,1129,22,NA
TELANGANA,36,ADILABAD,490,3637,2497,1129,11,NA
TELANGANA,36,"BHADRADRI KOTHAGUDEM",700,2014,1443,555,16,NA
TELANGANA,36,HYDERABAD,494,48880,33148,15130,602,NA
TELANGANA,36,Jagitial,701,2352,1918,428,6,NA
TELANGANA,36,JANGOAN,702,944,707,235,2,NA
TELANGANA,36,"JAYASHANKAR BHUPALAPALLY",703,1661,1284,376,1,NA
TELANGANA,36,"JOGULAMBA GADWAL",704,866,779,82,5,NA
TELANGANA,36,KAMAREDDY,705,2884,2507,375,2,NA
TELANGANA,36,KARIMNAGAR,492,16271,13384,2845,42,NA
TELANGANA,36,KHAMMAM,499,6082,4248,1799,35,NA
TELANGANA,36,"KOMARAM BHEEM ASIFABAD",706,396,301,94,1,NA
TELANGANA,36,MAHABUBABAD,707,1330,1062,266,2,NA
TELANGANA,36,MAHABUBNAGAR,496,6119,4755,1332,32,NA
TELANGANA,36,MANCHERIAL,708,2031,1444,575,12,NA
TELANGANA,36,MEDAK,493,3508,2404,1075,29,NA
TELANGANA,36,"MEDCHAL MALKAJGIRI",709,16902,12172,4625,105,NA
TELANGANA,36,NAGARKURNOOL,710,1537,1201,333,3,NA
TELANGANA,36,NALGONDA,497,9963,7468,2476,19,NA
TELANGANA,36,Nirmal,711,1368,1103,264,1,NA
TELANGANA,36,NIZAMABAD,491,16223,14667,1527,29,NA
TELANGANA,36,PEDDAPALLI,712,2871,2092,773,6,NA
TELANGANA,36,"RAJANNA SIRCILLA",713,2342,1928,408,6,NA
TELANGANA,36,"RANGA REDDI",495,30422,20295,9870,257,NA
TELANGANA,36,SANGAREDDY,714,2592,1807,767,18,NA
TELANGANA,36,SIDDIPET,715,2167,1812,346,9,NA
TELANGANA,36,SURYAPET,716,3854,3119,716,19,NA
TELANGANA,36,VIKARABAD,717,1122,903,217,2,NA
TELANGANA,36,WANAPARTHY,718,935,716,218,1,NA
TELANGANA,36,WARANGAL,498,9205,7304,1868,33,NA
TELANGANA,36,"WARANGAL RURAL",721,2872,2259,605,8,NA
TELANGANA,36,"WARANGAL URBAN",720,11627,9833,1747,47,NA
TELANGANA,36,"YADADRI BHUVANAGIRI",719,1294,824,468,2,NA
TRIPURA,16,DHALAI,298,209,170,34,5,NA
TRIPURA,16,GOMATI,647,307,279,27,1,NA
TRIPURA,16,KHOWAI,648,259,242,17,0,NA
TRIPURA,16,"NORTH TRIPURA",299,413,319,90,4,NA
TRIPURA,16,SEPAHIJALA,649,219,179,40,0,NA
TRIPURA,16,"SOUTH TRIPURA",297,322,266,56,0,NA
TRIPURA,16,UNAKOTI,650,198,167,31,0,NA
TRIPURA,16,"WEST TRIPURA",296,1480,1050,421,9,NA
"UTTAR PRADESH",9,AGRA,161,33777,31293,2367,117,NA
"UTTAR PRADESH",9,ALIGARH,158,8835,7985,822,28,NA
"UTTAR PRADESH",9,"AMBEDAKAR NAGAR",194,4216,3697,515,4,NA
"UTTAR PRADESH",9,AMETHI,632,1660,1458,199,3,NA
"UTTAR PRADESH",9,AMROHA,152,1506,1339,161,6,NA
"UTTAR PRADESH",9,AURAIYA,178,3866,3681,178,7,NA
"UTTAR PRADESH",9,AZAMGARH,207,5199,4523,666,10,NA
"UTTAR PRADESH",9,BAGHPAT,154,1447,1315,126,6,NA
"UTTAR PRADESH",9,BAHRAICH,196,11547,11111,315,121,NA
"UTTAR PRADESH",9,BALLIA,209,2757,2424,325,8,NA
"UTTAR PRADESH",9,BALRAMPUR,198,3054,2925,129,0,NA
"UTTAR PRADESH",9,BANDA,186,1367,1146,220,1,NA
"UTTAR PRADESH",9,BARABANKI,192,8655,8271,371,13,NA
"UTTAR PRADESH",9,BAREILLY,166,9672,8546,1085,41,NA
"UTTAR PRADESH",9,BASTI,201,4063,3752,306,5,NA
"UTTAR PRADESH",9,BHADOHI,214,9452,8857,594,1,NA
"UTTAR PRADESH",9,BIJNOR,149,2759,2524,228,7,NA
"UTTAR PRADESH",9,BUDAUN,165,2224,2019,194,11,NA
"UTTAR PRADESH",9,BULANDSHAHAR,157,5753,5057,659,37,NA
"UTTAR PRADESH",9,CHANDAULI,212,3960,3594,357,9,NA
"UTTAR PRADESH",9,CHITRAKOOT,187,818,736,81,1,NA
"UTTAR PRADESH",9,DEORIA,206,3969,3661,305,3,NA
"UTTAR PRADESH",9,ETAH,163,1644,1435,203,6,NA
"UTTAR PRADESH",9,ETAWAH,177,5482,5072,395,15,NA
"UTTAR PRADESH",9,FAIZABAD,193,2492,2035,442,15,NA
"UTTAR PRADESH",9,FARRUKHABAD,175,2324,2107,202,15,NA
"UTTAR PRADESH",9,FATEHPUR,188,2799,2633,161,5,NA
"UTTAR PRADESH",9,FIROZABAD,162,3909,3522,374,13,NA
"UTTAR PRADESH",9,"GAUTAM BUDDHA NAGAR",156,22253,17579,4439,235,NA
"UTTAR PRADESH",9,GHAZIABAD,155,21589,17539,3929,121,NA
"UTTAR PRADESH",9,GHAZIPUR,211,14762,13658,1101,3,NA
"UTTAR PRADESH",9,GONDA,199,9730,9214,484,32,NA
"UTTAR PRADESH",9,GORAKHAPUR,204,8774,7802,945,27,NA
"UTTAR PRADESH",9,HAMIRPUR,184,1847,1743,104,0,NA
"UTTAR PRADESH",9,HAPUR,697,2165,1885,265,15,NA
"UTTAR PRADESH",9,HARDOI,171,2394,2174,206,14,NA
"UTTAR PRADESH",9,HATHRAS,159,6278,5985,257,36,NA
"UTTAR PRADESH",9,JALAUN,181,1925,1809,104,12,NA
"UTTAR PRADESH",9,JAUNPUR,210,29759,28772,969,18,NA
"UTTAR PRADESH",9,JHANSI,182,6918,6356,551,11,NA
"UTTAR PRADESH",9,KANNAUJ,176,3095,2846,230,19,NA
"UTTAR PRADESH",9,"KANPUR DEHAT",634,3474,3324,143,7,NA
"UTTAR PRADESH",9,"KANPUR NAGAR",179,18045,15874,2082,89,NA
"UTTAR PRADESH",9,KASGANJ,637,939,838,99,2,NA
"UTTAR PRADESH",9,KAUSHAMBI,190,1027,880,141,6,NA
"UTTAR PRADESH",9,KUSHINAGAR,205,3484,3191,290,3,NA
"UTTAR PRADESH",9,"LAKHIMPUR KHERI",169,4629,4380,233,16,NA
"UTTAR PRADESH",9,LALITPUR,183,2235,2105,128,2,NA
"UTTAR PRADESH",9,LUCKNOW,173,32902,28083,4634,185,NA
"UTTAR PRADESH",9,MAHARAJGANJ,203,9391,4561,4812,18,NA
"UTTAR PRADESH",9,MAHOBA,185,598,538,56,4,NA
"UTTAR PRADESH",9,MAINPURI,164,5897,5721,173,3,NA
"UTTAR PRADESH",9,MATHURA,160,15281,13922,1320,39,NA
"UTTAR PRADESH",9,MAU,208,3883,3626,254,3,NA
"UTTAR PRADESH",9,MEERUT,153,14355,12745,1561,49,NA
"UTTAR PRADESH",9,MIRZAPUR,215,14474,13773,689,12,NA
"UTTAR PRADESH",9,MORADABAD,150,8851,7939,897,15,NA
"UTTAR PRADESH",9,MUZAFFARNAGAR,148,3961,3465,483,13,NA
"UTTAR PRADESH",9,PILIBHIT,167,1592,1406,185,1,NA
"UTTAR PRADESH",9,PRATAPGARH,189,7761,7102,637,22,NA
"UTTAR PRADESH",9,PRAYAGRAJ,191,28653,25911,2704,38,NA
"UTTAR PRADESH",9,"RAE BARELI",174,3216,2775,429,12,NA
"UTTAR PRADESH",9,RAMPUR,151,2671,2338,325,8,NA
"UTTAR PRADESH",9,SAHARANPUR,147,6073,5447,607,19,NA
"UTTAR PRADESH",9,SAMBHAL,633,1143,992,142,9,NA
"UTTAR PRADESH",9,"SANT KABEER NAGAR",202,3798,3633,163,2,NA
"UTTAR PRADESH",9,SHAHJAHANPUR,168,1827,1520,295,12,NA
"UTTAR PRADESH",9,SHAMLI,180,2219,2054,163,2,NA
"UTTAR PRADESH",9,SHRAVASTI,197,930,859,66,5,NA
"UTTAR PRADESH",9,SIDDHARTHNAGAR,200,6381,6170,205,6,NA
"UTTAR PRADESH",9,SITAPUR,170,5816,5499,311,6,NA
"UTTAR PRADESH",9,SONBHADRA,216,12530,11775,729,26,NA
"UTTAR PRADESH",9,SULTANPUR,195,3758,3526,226,6,NA
"UTTAR PRADESH",9,UNNAO,172,3600,3386,204,10,NA
"UTTAR PRADESH",9,VARANASI,213,16078,14308,1710,60,NA
UTTARAKHAND,5,ALMORA,83,832,696,120,16,NA
UTTARAKHAND,5,BAGESHWAR,82,426,410,15,1,NA
UTTARAKHAND,5,CHAMOLI,76,360,322,37,1,NA
UTTARAKHAND,5,CHAMPAWAT,84,449,411,36,2,NA
UTTARAKHAND,5,DEHRADUN,79,8867,7475,1339,53,NA
UTTARAKHAND,5,HARIDWAR,87,4275,3452,788,35,NA
UTTARAKHAND,5,NAINITAL,85,2402,1939,407,56,NA
UTTARAKHAND,5,"PAURI GARHWAL",80,1786,1635,143,8,NA
UTTARAKHAND,5,PITHORAGARH,81,527,453,71,3,NA
UTTARAKHAND,5,"RUDRA PRAYAG",77,466,429,32,5,NA
UTTARAKHAND,5,"TEHRI GARHWAL",78,877,761,109,7,NA
UTTARAKHAND,5,"UDHAM SINGH NAGAR",86,4909,4186,701,22,NA
UTTARAKHAND,5,UTTARKASHI,75,786,688,97,1,NA
"WEST BENGAL",19,ALIPURDUAR,638,2616,2418,185,13,NA
"WEST BENGAL",19,BANKURA,342,3133,2769,355,9,NA
"WEST BENGAL",19,BIRBHUM,337,11628,11262,342,24,NA
"WEST BENGAL",19,COOCHBEHAR,332,4356,4064,284,8,NA
"WEST BENGAL",19,"DAKSHIN DINAJPUR",334,3955,3782,165,8,NA
"WEST BENGAL",19,DARJEELING,330,3386,2755,614,17,NA
"WEST BENGAL",19,"EAST MEDINIPUR",344,3332,2546,755,31,NA
"WEST BENGAL",19,HOOGHLY,341,5994,5004,943,47,NA
"WEST BENGAL",19,HOWRAH,345,6735,5517,1180,38,NA
"WEST BENGAL",19,JALPAIGURI,331,2970,2537,409,24,NA
"WEST BENGAL",19,Jhargram,732,162,137,24,1,NA
"WEST BENGAL",19,KALIMPONG,733,141,127,14,0,NA
"WEST BENGAL",19,KOLKOTA,346,23633,17354,5788,491,NA
"WEST BENGAL",19,MALDA,335,3567,2938,617,12,NA
"WEST BENGAL",19,MURSHIDABAD,336,6939,5878,1035,26,NA
"WEST BENGAL",19,NADIA,339,4301,3642,646,13,NA
"WEST BENGAL",19,"NORTH 24 PRAGANAS",340,14473,11637,2736,100,NA
"WEST BENGAL",19,"PASCHIM BARDHAMAN",734,2992,2079,854,59,NA
"WEST BENGAL",19,"PURBA BARDHAMAN",338,24045,22996,1020,29,NA
"WEST BENGAL",19,PURULIA,343,1451,1279,172,0,NA
"WEST BENGAL",19,"SOUTH 24 PRAGANAS",347,9350,8053,1253,44,NA
"WEST BENGAL",19,"UTTAR DINAJPUR",639,1952,1701,241,10,NA
"WEST BENGAL",19,"WEST MEDINIPUR",333,4051,3439,577,35,NA
"ANDAMAN AND NICOBAR ISLANDS",35,NIKOBARS,603,100,78,21,1,NA
"ANDAMAN AND NICOBAR ISLANDS",35,"NORTH AND MIDDLE ANDAMAN",698,455,381,73,1,NA
"ANDAMAN AND NICOBAR ISLANDS",35,"SOUTH ANDAMANS",602,3876,2882,939,55,NA
CHANDIGARH,4,CHANDIGARH,74,8968,7143,1724,101,NA
"DADAR AND NAGAR HAVELI",26,"DADRA AND NAGAR HAVELLI",454,2645,2154,479,12,NA
"DAMAN AND DIU",25,DAMAN,453,1023,842,173,8,NA
"DAMAN AND DIU",25,DIU,452,145,94,49,2,NA
DELHI,7,CENTRAL,112,6519,4548,1833,138,NA
DELHI,7,EAST,110,14810,11594,3090,126,NA
DELHI,7,"NEW DELHI",111,12322,9451,2708,163,NA
DELHI,7,NORTH,108,6258,4641,1523,94,NA
DELHI,7,"NORTH EAST",109,6360,5207,1128,25,NA
DELHI,7,"NORTH WEST",107,17018,12711,4097,210,NA
DELHI,7,SHAHDARA,626,1260,1014,236,10,NA
DELHI,7,"SOUTH ",115,20121,14660,5116,345,NA
DELHI,7,"SOUTH EAST",627,3172,2452,674,46,NA
DELHI,7,"SOUTH WEST",114,14359,11036,3142,181,NA
DELHI,7,WEST,113,15616,12223,3244,149,NA
"JAMMU AND KASHMIR",1,ANANTNAG,36,258,193,58,7,NA
"JAMMU AND KASHMIR",1,BADGAM,34,774,704,69,1,NA
"JAMMU AND KASHMIR",1,BANDIPORA,604,77,45,32,0,NA
"JAMMU AND KASHMIR",1,BARAMULLA,32,660,549,108,3,NA
"JAMMU AND KASHMIR",1,DODA,39,64,49,14,1,NA
"JAMMU AND KASHMIR",1,GANDERBAL,605,128,99,28,1,NA
"JAMMU AND KASHMIR",1,JAMMU,43,2173,1560,590,23,NA
"JAMMU AND KASHMIR",1,KARGIL,38,23,5,17,1,NA
"JAMMU AND KASHMIR",1,KATHUA,44,302,256,43,3,NA
"JAMMU AND KASHMIR",1,KISHTWAR,606,97,50,47,0,NA
"JAMMU AND KASHMIR",1,KULGAM,607,81,67,13,1,NA
"JAMMU AND KASHMIR",1,KUPWARA,31,62,40,20,2,NA
"JAMMU AND KASHMIR",1,"LEH LADAKH",37,58,28,29,1,NA
"JAMMU AND KASHMIR",1,POONCH,41,774,739,35,0,NA
"JAMMU AND KASHMIR",1,PULWAMA,35,135,93,39,3,NA
"JAMMU AND KASHMIR",1,RAJAURI,42,285,257,27,1,NA
"JAMMU AND KASHMIR",1,RAMBAN,608,50,42,5,3,NA
"JAMMU AND KASHMIR",1,REASI,609,95,60,34,1,NA
"JAMMU AND KASHMIR",1,SAMBA,610,133,106,25,2,NA
"JAMMU AND KASHMIR",1,SHOPIAN,611,48,23,23,2,NA
"JAMMU AND KASHMIR",1,SRINAGAR,33,1181,727,418,36,NA
"JAMMU AND KASHMIR",1,UDHAMPUR,40,133,87,44,2,NA
LADAKH,37,KARGIL,750,32,16,15,1,NA
LADAKH,37,"LEH LADAKH",751,35,11,19,5,NA
LAKSHADWEEP,31,"LAKSHADWEEP DISTRICT",553,54,41,13,0,NA
PUDUCHERRY,34,KARAIKAL,601,678,507,167,4,NA
PUDUCHERRY,34,MAHE,600,26,20,5,1,NA
PUDUCHERRY,34,PONDICHERRY,599,6042,4977,1024,41,NA
PUDUCHERRY,34,YANAM,598,20,16,4,0,NA
